TRAVEL_ID,MVMN_SE,PAYMENT_SE,PAYMENT_SEQ,MVMN_SE_NM,RSVT_YN,PAYMENT_NUM,BRNO,STORE_NM,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
e_e006158,50,교통비,0,버스 + 지하철,N,2,,,,,16000,
e_e006158,7,교통비,1,KTX/SRT(고속열차),Y,2,3058631590,주식회사 에스알 ,2023-07-28 00:00,1,18000,기차표
e_e006158,7,교통비,2,KTX/SRT(고속열차),Y,2,3058631590,주식회사 에스알,2023-07-28 00:00,1,36000,기차표 
e_e006158,7,교통비,3,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-07-28 00:00,1,42300,기차표
e_e006158,7,교통비,4,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-07-28 00:00,1,21100,기차표
e_e006200,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
e_e006200,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,15000,
e_e006200,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,3600,
e_e006205,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
e_e006205,5,교통비,0,지하철,N,2,,,,,6000,
e_e006240,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
e_e006240,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,2000,
e_e006445,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,20000,
e_e006536,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e006536,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,9000,
e_e006561,12,교통비,0,시외/고속버스,N,2,,,,,9200,
e_e006564,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,16000,
e_e006564,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,4200,
e_e006787,12,교통비,0,시외/고속버스,N,2,,,,,12550,
e_e006798,13,교통비,0,시내/마을버스,N,1,,,,,2900,
e_e006803,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,30000,
e_e006803,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,11500,
e_e006803,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,1800,
e_e006819,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,11998,
e_e006819,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,2000,
e_e006822,13,교통비,0,시내/마을버스,N,1,,,,,10000,
e_e006841,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,1700,
e_e006873,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,4000,
e_e006889,5,교통비,0,지하철,N,2,,,,,8000,
e_e006898,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,12000,
e_e006903,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
e_e006903,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,2000,
e_e006903,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,5000,
e_e006938,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,3000,
e_e006938,5,교통비,0,지하철,N,2,,,,,7500,
e_e006938,8,교통비,0,새마을/무궁화열차,N,2,,,,,24800,
e_e006948,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,3000,
e_e007195,12,교통비,0,시외/고속버스,N,2,,,,,15600,
e_e007195,4,교통비,0,택시,N,2,,,,,5000,
e_e007195,50,교통비,0,버스 + 지하철,N,2,,,,,16800,
e_e007274,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,4000,
e_e007275,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,26220,
e_e007275,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,6600,
e_e007309,5,교통비,0,지하철,N,1,,,,,4150,
e_e007414,50,교통비,0,버스 + 지하철,N,2,,,,,7900,
e_e007438,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,20000,
e_e007438,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,1100,
e_e007463,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,2200,
e_e007539,1,주유비,0,자가용(승용/승합/트럭 등등),N,5,,,,,30000,
e_e007569,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,1800,
e_e007622,50,교통비,0,버스 + 지하철,N,1,,,,,9250,
e_e007624,4,교통비,1,택시,N,2,1048183559,㈜티머니개인택시,2023-08-18 20:28,1,20300,택시비
e_e007624,4,교통비,2,택시,N,2,1048183559,(주)티머니 법인 택시,2023-08-19 00:54,1,58700,택시비
e_e007624,50,교통비,0,버스 + 지하철,N,2,,,,,17300,
e_e007666,5,교통비,0,지하철,N,2,,,,,5350,
e_e007691,5,교통비,0,지하철,N,2,,,,,4000,
e_e007701,50,교통비,0,버스 + 지하철,N,2,,,,,8350,
e_e007712,50,교통비,0,버스 + 지하철,N,1,,,,,10700,
e_e007750,12,교통비,0,시외/고속버스,N,4,,,,,5600,
e_e007774,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e007774,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,4500,
e_e007785,5,교통비,0,지하철,N,3,,,,,4000,
e_e007787,50,교통비,0,버스 + 지하철,N,2,,,,,8500,
e_e007790,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,10000,
e_e007810,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,20000,
e_e007810,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,3000,
e_e007823,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e007830,13,교통비,0,시내/마을버스,N,6,,,,,3000,
e_e007841,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,30000,
e_e007841,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,3000,
e_e007857,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,59000,
e_e007909,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e007909,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,1400,
e_e007909,5,교통비,0,지하철,N,2,,,,,2000,
e_e007994,5,교통비,0,지하철,N,1,,,,,3300,
e_e008065,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,24000,
e_e008154,4,교통비,0,택시,N,2,,,,,6100,
e_e008154,50,교통비,0,버스 + 지하철,N,2,,,,,7500,
e_e008184,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
e_e008184,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,2000,
e_e008184,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,2650,
e_e008184,5,교통비,0,지하철,N,3,,,,,1250,
e_e008223,5,교통비,0,지하철,N,2,,,,,9000,
e_e008242,16,교통비,0,기타,N,2,,,,,7230,
e_e008242,50,교통비,0,버스 + 지하철,N,2,,,,,10000,
e_e008252,50,교통비,0,버스 + 지하철,N,2,,,,,10000,
e_e008252,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,88400,
e_e008327,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
e_e008337,5,교통비,0,지하철,N,1,,,,,4200,
e_e008339,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
e_e008339,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,3600,
e_e008340,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,1100,
e_e008343,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,30000,
e_e008379,10,교통비,0,배/선박,N,2,,,,,32000,
e_e008379,4,교통비,0,택시,N,2,,,,,4800,
e_e008379,5,교통비,0,지하철,N,2,,,,,6000,
e_e009077,13,교통비,0,시내/마을버스,N,2,,,,,5200,
e_e009084,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,7000,
e_e009084,4,교통비,0,택시,N,4,,,,,53200,
e_e009084,7,교통비,0,KTX/SRT(고속열차),N,4,,,,,166600,
e_e009202,50,교통비,0,버스 + 지하철,N,2,,,,,14600,
e_e009309,50,교통비,0,버스 + 지하철,N,2,,,,,15200,
e_e009398,13,교통비,0,시내/마을버스,N,1,,,,,6200,
e_e009451,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,20000,
e_e009451,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,7500,
e_e009451,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,6000,
e_e009459,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e009459,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5000,
e_e009467,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,19000,
e_e009467,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,3100,
e_e009557,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,8000,
e_e009561,4,교통비,0,택시,N,1,,,,,8500,
e_e009561,5,교통비,0,지하철,N,1,,,,,1250,
e_e009561,7,교통비,0,KTX/SRT(고속열차),N,1,,,,,15200,
e_e009581,12,교통비,0,시외/고속버스,N,2,,,,,5600,
e_e009589,50,교통비,0,버스 + 지하철,N,2,,,,,11600,
e_e009688,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,3900,
e_e009933,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
e_e009933,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,3600,
e_e010149,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,3300,
e_e010149,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,2200,
e_e010197,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e010197,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,6300,
e_e010197,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,3600,
e_e010211,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
e_e010211,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,3000,
e_e010211,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,4000,
e_e010226,4,교통비,0,택시,N,1,,,,,17500,
e_e010226,5,교통비,0,지하철,N,1,,,,,1250,
e_e010226,8,교통비,0,새마을/무궁화열차,N,1,,,,,16600,
e_e010227,5,교통비,0,지하철,N,1,,,,,3500,
e_e010232,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,60000,
e_e010236,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,8000,
e_e010241,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
e_e010244,50,교통비,0,버스 + 지하철,N,2,,,,,14600,
e_e010258,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,7400,
e_e010258,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,900,
e_e010258,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,2400,
e_e010354,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,25000,
e_e010354,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,4600,
e_e010474,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,2000,
e_e010474,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,6000,
e_e010671,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e010671,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,18800,
e_e010710,12,교통비,0,시외/고속버스,N,2,,,,,19800,
e_e010710,4,교통비,0,택시,N,2,,,,,35500,
e_e010733,5,교통비,0,지하철,N,2,,,,,5800,
e_e010770,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,5000,
e_e010770,50,교통비,0,버스 + 지하철,N,2,,,,,35700,
e_e010784,50,교통비,0,버스 + 지하철,N,2,,,,,10320,
e_e010882,12,교통비,0,시외/고속버스,N,2,,,,,12000,
e_e010958,50,교통비,0,버스 + 지하철,N,2,,,,,14000,
e_e011166,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,1000,
e_e011166,5,교통비,0,지하철,N,2,,,,,6250,
e_e011166,8,교통비,1,새마을/무궁화열차,Y,2,,기차간편예약,2023-08-23 21:01,1,4200,기차표
e_e011166,8,교통비,2,새마을/무궁화열차,N,2,3148210024,한국철도공사,2023-08-25 20:07,3,4300,기차표 
e_e011425,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,3,,,,,160000,
e_e011434,2,주유비,0,렌터카(승용/승합/버스 등등),N,1,,,,,30476,
e_e011477,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
e_e011477,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,12000,
e_e011477,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,15200,
e_e011493,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,30000,
e_e011493,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,15000,
e_e011493,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,4000,
e_e011577,4,교통비,1,택시,N,1,2218100402,,2023-08-26 11:25,1,5400,택시비
e_e011577,4,교통비,2,택시,N,1,2218101395,,2023-08-26 23:38,1,6000,택시비
e_e011577,50,교통비,0,버스 + 지하철,N,1,,,,,7700,
e_e011647,5,교통비,0,지하철,N,1,,,,,1250,
e_e011703,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,1300,
e_e011954,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,10000,
e_e011954,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,1000,
e_e011975,2,렌탈비,1,렌터카(승용/승합/버스 등등),N,1,,,2023-08-29 23:20,1,179470,렌트비
e_e011975,2,통행료,0,렌터카(승용/승합/버스 등등),N,1,,,,,8600,
e_e012208,5,교통비,0,지하철,N,2,,,,,3500,
e_e012216,5,교통비,0,지하철,N,2,,,,,1800,
e_e012223,50,교통비,0,버스 + 지하철,N,1,,,,,29350,
e_e012475,50,교통비,0,버스 + 지하철,N,3,,,,,8100,
e_e012491,12,교통비,0,시외/고속버스,N,2,,,,,9100,
e_e012763,5,교통비,0,지하철,N,3,,,,,9300,
